Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Rep Label,File Label,Permalink
Prospect Journal Collection,81271192290002171,99245133169302171,Managing change in the Adult Migrant English Program.,No,http://hdl.handle.net/1959.14/330469,Managing change in the Adult Migrant English Program,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169302171
Prospect Journal Collection,81271192290002171,99245133169402171,Pronunciation - views and practices of reluctant teachers.,No,http://hdl.handle.net/1959.14/323083,Pronunciation - views and practices of reluctant teachers,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169402171
Prospect Journal Collection,81271192290002171,99245133169502171,Research as professional development : 'appropriate topic content' research projects.,No,http://hdl.handle.net/1959.14/330293,Research as professional development : 'appropriate topic content' research projects,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169502171
Prospect Journal Collection,81271192290002171,99245133169602171,Developing an innovative computer-based test.,No,http://hdl.handle.net/1959.14/330131,Developing an innovative computer-based test,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169602171
Prospect Journal Collection,81271192290002171,99245133169702171,Teacher and researcher autonomy in action research.,No,http://hdl.handle.net/1959.14/308580,Teacher and researcher autonomy in action research,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169702171
Prospect Journal Collection,81271192290002171,99245133169802171,Facilitating collaborative action research : some insights from the AMEP.,No,http://hdl.handle.net/1959.14/319034,Facilitating collaborative action research : some insights from the AMEP,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169802171
Prospect Journal Collection,81271192290002171,99245133169902171,Teaching (with) technology : the scope and practice of teacher education for technology.,No,http://hdl.handle.net/1959.14/330999,Teaching (with) technology : the scope and practice of teacher education for technology,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133169902171
Prospect Journal Collection,81271192290002171,99245133170002171,Adult ESOL in the United Kingdom : policy and research.,No,http://hdl.handle.net/1959.14/330425,Adult ESOL in the United Kingdom : policy and research,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170002171
Prospect Journal Collection,81271192290002171,99245133170102171,Researching and teaching vocabulary in the AMEP.,No,http://hdl.handle.net/1959.14/318824,Researching and teaching vocabulary in the AMEP,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170102171
Prospect Journal Collection,81271192290002171,99245133170202171,"Apprenticeship reinvented : cognition, discourse and implications for academic literacy.",No,http://hdl.handle.net/1959.14/318352,"Apprenticeship reinvented : cognition, discourse and implications for academic literacy",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170202171
Prospect Journal Collection,81271192290002171,99245133170302171,Content standards for teaching adult English language learners.,No,http://hdl.handle.net/1959.14/330372,Content standards for teaching adult English language learners,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170302171
Prospect Journal Collection,81271192290002171,99245133170402171,Adjusting communication strategies to language proficiency.,No,http://hdl.handle.net/1959.14/330461,Adjusting communication strategies to language proficiency,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170402171
Prospect Journal Collection,81271192290002171,99245133170502171,Face threatening talk on the factory floor : using authentic workplace interactions in language teaching.,No,http://hdl.handle.net/1959.14/328677,Face threatening talk on the factory floor : using authentic workplace interactions in language teaching,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170502171
Prospect Journal Collection,81271192290002171,99245133170602171,Fostering learner autonomy within constraints : negotiation and mediation in an atmosphere of collegiality.,No,http://hdl.handle.net/1959.14/330215,Fostering learner autonomy within constraints : negotiation and mediation in an atmosphere of collegiality,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170602171
Prospect Journal Collection,81271192290002171,99245133170702171,What makes a good teacher? The perceptions of postgraduate TESOL students.,No,http://hdl.handle.net/1959.14/328617,What makes a good teacher? The perceptions of postgraduate TESOL students,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170702171
Prospect Journal Collection,81271192290002171,99245133170802171,Quality control in the new workplace : implications of ethnography for language and literacy learners.,No,http://hdl.handle.net/1959.14/330661,Quality control in the new workplace : implications of ethnography for language and literacy learners,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170802171
Prospect Journal Collection,81271192290002171,99245133170902171,For our learn of English : dialogue journal writing in EFL education.,No,http://hdl.handle.net/1959.14/330836,For our learn of English : dialogue journal writing in EFL education,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133170902171
Prospect Journal Collection,81271192290002171,99245133171002171,"Book review : ""Value and validity in action research"".",No,http://hdl.handle.net/1959.14/317972,"Book review : ""Value and validity in action research""",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171002171
Prospect Journal Collection,81271192290002171,99245133171102171,Implementation of the Canadian Language Benchmarks in Manitoba : 1996 to the present.,No,http://hdl.handle.net/1959.14/330415,Implementation of the Canadian Language Benchmarks in Manitoba : 1996 to the present,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171102171
Prospect Journal Collection,81271192290002171,99245133171202171,An Investigation into the predictive validity of the IELTS Test as an indicator of future academic success.,No,http://hdl.handle.net/1959.14/322527,An Investigation into the predictive validity of the IELTS Test as an indicator of future academic success,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171202171
Prospect Journal Collection,81271192290002171,99245133171302171,New prospects or imminent danger? : the impact of English medium instruction on education in Germany.,No,http://hdl.handle.net/1959.14/323119,New prospects or imminent danger? : the impact of English medium instruction on education in Germany,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171302171
Prospect Journal Collection,81271192290002171,99245133171402171,Book review : 'The Struggle to teach English as an international language'.,No,http://hdl.handle.net/1959.14/12279,Book review : 'The Struggle to teach English as an international language',Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171402171
Prospect Journal Collection,81271192290002171,99245133171502171,Australian English pronunciation into the 21st century.,No,http://hdl.handle.net/1959.14/8899,Australian English pronunciation into the 21st century,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171502171
Prospect Journal Collection,81271192290002171,99245133171602171,The Multilingual teacher : issues for teacher education.,No,http://hdl.handle.net/1959.14/34415,The Multilingual teacher : issues for teacher education,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171602171
Prospect Journal Collection,81271192290002171,99245133171702171,A Teaching activity for developing research-writing skills.,No,http://hdl.handle.net/1959.14/330135,A Teaching activity for developing research-writing skills,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171702171
Prospect Journal Collection,81271192290002171,99245133171802171,The Role of genre and embedded genres in tertiary students' writing.,No,http://hdl.handle.net/1959.14/319951,The Role of genre and embedded genres in tertiary students' writing,Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171802171
Prospect Journal Collection,81271192290002171,99245133171902171,"Post script to ""A defence of simplification"" : redefining 'beginner'.",No,http://hdl.handle.net/1959.14/322705,"Post script to ""A defence of simplification"" : redefining 'beginner'",Publisher version (open access),https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245133171902171
